"id","nome_antigo","nome_novo","gif_antigo","gif_novo","classificacao_antiga","grupo_principal_novo","secundarias_novas","descricao_atualizada","status","observacao"
"media_b928f2bc48129166b831","Barra fixa assistida na máquina","Barra fixa assistida na máquina","gifs/costas/Assisted barra fixa.gif","gifs/costas/Assisted barra fixa.gif","Costas | Barra fixa | Máquina | Bíceps","Costas","Bíceps | Barra fixa | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_4dcab7ef8bb64971834a","Barra fixa atrás da nuca","Barra fixa atrás da nuca","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/028_barra_fixa_atras_da_nuca.gif","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/028_barra_fixa_atras_da_nuca.gif","Costas | Barra fixa | Bíceps | Academia","Costas","Bíceps | Barra fixa | Academia","true","mapped","ID e mídia preservados"
"media_71334e611d74de0d9e31","Barra fixa com carga","Barra fixa com carga","gifs/costas/Weighted barra fixa.gif","gifs/costas/Weighted barra fixa.gif","Costas | Barra fixa | Bíceps","Costas","Bíceps | Barra fixa | Academia","true","mapped","ID e mídia preservados"
"media_81c324bef463f603edca","Barra fixa com salto","Barra fixa com salto","gifs/Exercícios sem marca d'água/Pulando, puxe para cima.gif","gifs/Exercícios sem marca d'água/Pulando, puxe para cima.gif","Costas | Barra fixa | Bíceps | Academia","Costas","Bíceps | Barra fixa | Academia","true","mapped","ID e mídia preservados"
"media_51e10f721c06535f7b0c","Barra fixa escapular","Barra fixa escapular","gifs/costas/Scapula barra fixa.gif","gifs/costas/Scapula barra fixa.gif","Costas | Barra fixa","Costas","Barra fixa | Academia | Casa","true","mapped","ID e mídia preservados"
"media_026655e8cc00bf1edc17","Barra fixa pronada","Barra fixa pronada","gifs/Exercícios sem marca d'água/Puxe para cima.gif","gifs/Exercícios sem marca d'água/Puxe para cima.gif","Costas | Barra fixa | Bíceps | Academia","Costas","Bíceps | Barra fixa | Academia","true","mapped","ID e mídia preservados"
"media_e4603b1fcd8afe8294ed","Barra fixa supinada","Barra fixa supinada","gifs/Exercícios sem marca d'água/Queixo para cima.gif","gifs/Exercícios sem marca d'água/Queixo para cima.gif","Costas | Barra fixa | Bíceps | Academia","Costas","Bíceps | Barra fixa | Academia","true","mapped","ID e mídia preservados"
"media_787d2b7f30c21b05a6ba","Bear crawl","Bear crawl","gifs/Exercícios sem marca d'água/Urso rasteja.gif","gifs/Exercícios sem marca d'água/Urso rasteja.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_ef407b9761897c2cc114","Bicicleta ergométrica","Bicicleta ergométrica","gifs/Exercícios sem marca d'água/Bicicleta.gif","gifs/Exercícios sem marca d'água/Bicicleta.gif","Cardio | Máquina | Bicicleta | Academia","Cardio","Máquina | Bicicleta | Academia","true","mapped","ID e mídia preservados"
"media_094d9361de1ff3d5ebbc","Bicicleta ergométrica de braços","Bicicleta ergométrica de braços","gifs/Exercícios sem marca d'água/Bicicleta de mãos.gif","gifs/Exercícios sem marca d'água/Bicicleta de mãos.gif","Cardio | Máquina | Bicicleta | Academia","Cardio","Máquina | Bicicleta | Academia","true","mapped","ID e mídia preservados"
"media_a5757c493f0123f32e42","Bicicleta ergométrica horizontal","Bicicleta ergométrica horizontal","gifs/cardio/Bicicleta ergométrica horizontal.gif","gifs/cardio/Bicicleta ergométrica horizontal.gif","Cardio | Máquina | Bicicleta | Academia","Cardio","Máquina | Bicicleta | Academia","true","mapped","ID e mídia preservados"
"media_642010fc477832ae4b29","Bicicleta ergométrica vertical","Bicicleta ergométrica vertical","gifs/cardio/Bicicleta ergométrica vertical.gif","gifs/cardio/Bicicleta ergométrica vertical.gif","Cardio | Máquina | Bicicleta | Academia","Cardio","Máquina | Bicicleta | Academia","true","mapped","ID e mídia preservados"
"media_266d8394c72b60e51234","Bird dog","Bird dog","gifs/Exercícios sem marca d'água/Braço perna levanta.gif","gifs/Exercícios sem marca d'água/Braço perna levanta.gif","Abdômen/Core | Sem aparelhos | Casa","Abdômen/Core","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_bb12c5fa78c5b89ff897","Bom dia","Bom dia","gifs/Exercícios sem marca d'água/Bom dia.gif","gifs/Exercícios sem marca d'água/Bom dia.gif","Posterior de coxa | Glúteos | Sem aparelhos | Casa","Posterior de coxa","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_52802d407ef264232c75","Bom dia na máquina Smith","Bom dia na máquina Smith","gifs/Exercícios sem marca d'água/Máquina smith bom dia.gif","gifs/Exercícios sem marca d'água/Máquina smith bom dia.gif","Posterior de coxa | Máquina | Glúteos | Academia","Posterior de coxa","Glúteos | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_5f7be5b8e1ab3409cde4","Burpee jack","Burpee jack","gifs/Exercícios sem marca d'água/Jack burpee.gif","gifs/Exercícios sem marca d'água/Jack burpee.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_65f8cbd1c7beb95fc70a","Burpee Navy Seal","Burpee Navy Seal","gifs/Exercícios sem marca d'água/Burpee do selo da marinha.gif","gifs/Exercícios sem marca d'água/Burpee do selo da marinha.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_a9a26a95177d7762092b","Burpees","Burpees","gifs/Exercícios sem marca d'água/Burpees.gif","gifs/Exercícios sem marca d'água/Burpees.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_6ce342104be997857bfc","Burpees com halteres","Burpees com halteres","gifs/Exercícios sem marca d'água/Burpees com halteres.gif","gifs/Exercícios sem marca d'água/Burpees com halteres.gif","Corpo inteiro | Halteres | Cardio | Academia","Corpo inteiro","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_778b62c0e59221291293","Cadeira adutora","Cadeira adutora","gifs/perna/Recusar avanço com halteres no banco - Variação 2.gif","gifs/perna/Recusar avanço com halteres no banco - Variação 2.gif","Adutores | Máquina | Academia","Adutores","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_789f9fcb1b37d360f656","Cadeira extensora","Cadeira extensora","gifs/perna/Extensão de perna - Variação 2.gif","gifs/perna/Extensão de perna - Variação 2.gif","Quadríceps | Máquina | Academia","Quadríceps","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_762704cf5193c9c57b5b","Cadeira extensora - Variação 2","Cadeira extensora - Variação 2","gifs/perna/Extensão de perna.gif","gifs/perna/Extensão de perna.gif","Quadríceps | Máquina | Academia","Quadríceps","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_eb9fb55e9ef115e35de7","Cadeira extensora unilateral","Cadeira extensora unilateral","gifs/perna/Extensão de perna - Variação 3.gif","gifs/perna/Extensão de perna - Variação 3.gif","Quadríceps | Máquina | Academia","Quadríceps","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_6cc08b72e9f06a9ed4b7","Caminhada do fazendeiro","Caminhada do fazendeiro","gifs/Exercícios sem marca d'água/Agricultores caminham.gif","gifs/Exercícios sem marca d'água/Agricultores caminham.gif","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Ao ar livre","true","mapped","ID e mídia preservados"
"media_8373beec51ab2caef14a","Caminhada do pato","Caminhada do pato","gifs/Exercícios sem marca d'água/Passeio de pato.gif","gifs/Exercícios sem marca d'água/Passeio de pato.gif","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Ao ar livre","true","mapped","ID e mídia preservados"
"media_ee0c42be9fa8cb27a654","Caminhada em elástico","Caminhada em elástico","gifs/Exercícios sem marca d'água/Caminhada em elástico.gif","gifs/Exercícios sem marca d'água/Caminhada em elástico.gif","Cardio | Elástico | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Elástico | Ao ar livre","true","mapped","ID e mídia preservados"
"media_ff9175ec64940dc28d4c","Caminhada lateral com elástico de resistência","Caminhada lateral com elástico de resistência","gifs/Exercícios sem marca d'água/Caminhada lateral com elástico de resistência.gif","gifs/Exercícios sem marca d'água/Caminhada lateral com elástico de resistência.gif","Cardio | Elástico | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Elástico | Ao ar livre","true","mapped","ID e mídia preservados"
"media_8fbf02503a0ce648bcc4","Caminhada na máquina Wave","Caminhada na máquina Wave","gifs/Exercícios sem marca d'água/Máquina de ondas de caminhada.gif","gifs/Exercícios sem marca d'água/Máquina de ondas de caminhada.gif","Cardio | Máquina | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Máquina | Ao ar livre","true","mapped","ID e mídia preservados"
"media_01d5b490f9b6cfaf4b1e","Caminhando rapidamente","Caminhando rapidamente","gifs/Exercícios sem marca d'água/Caminhando rapidamente.gif","gifs/Exercícios sem marca d'água/Caminhando rapidamente.gif","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_e1bd6d4568646d6011ba","Chute alternado de pernas no banco","Chute alternado de pernas no banco","gifs/Exercícios sem marca d'água/Chutes de vibração de glúteos no banco.gif","gifs/Exercícios sem marca d'água/Chutes de vibração de glúteos no banco.gif","Abdômen/Core | Banco | Academia","Abdômen/Core","Banco | Academia","true","mapped","ID e mídia preservados"
"media_a881870a637a1f10623d","Chute de gancho","Chute de gancho","gifs/Exercícios sem marca d'água/Chute de gancho.gif","gifs/Exercícios sem marca d'água/Chute de gancho.gif","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_9c6b0ae30ab6f670f146","Clean and jerk com kettlebell","Clean and jerk com kettlebell","gifs/Exercícios sem marca d'água/Kettlebell limpo e idiota - Kettlebell limpo e pressione.gif","gifs/Exercícios sem marca d'água/Kettlebell limpo e idiota - Kettlebell limpo e pressione.gif","Corpo inteiro | Kettlebell | Academia","Corpo inteiro","Kettlebell | Academia","true","mapped","ID e mídia preservados"
"media_de5f68cb66debc8557fd","Clean and jerk com kettlebell - variação 2","Clean and jerk com kettlebell - variação 2","gifs/Exercícios sem marca d'água/Kettlebell limpo e idiota - Kettlebell limpo e pressione - Variação 2.gif","gifs/Exercícios sem marca d'água/Kettlebell limpo e idiota - Kettlebell limpo e pressione - Variação 2.gif","Corpo inteiro | Kettlebell | Academia","Corpo inteiro","Kettlebell | Academia","true","mapped","ID e mídia preservados"
"media_c1fdc05bd91fda763646","Clean and press com barra","Clean and press com barra","gifs/Exercícios sem marca d'água/Clean and press com barra.gif","gifs/Exercícios sem marca d'água/Clean and press com barra.gif","Corpo inteiro | Barra | Academia","Corpo inteiro","Barra | Academia","true","mapped","ID e mídia preservados"
"media_632ab616e0f5d154bb11","Coice de burro de cabo","Coice de burro de cabo","gifs/Exercícios sem marca d'água/Coice de burro de cabo.gif","gifs/Exercícios sem marca d'água/Coice de burro de cabo.gif","Glúteos | Polia/Cabo | Academia","Glúteos","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_a1737e5447fc1402669c","Coice de glúteo ajoelhado com elástico","Coice de glúteo ajoelhado com elástico","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/021_coice_ajoelhado_com_elastico.gif","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/021_coice_ajoelhado_com_elastico.gif","Glúteos | Elástico | Academia","Glúteos","Elástico | Academia","true","mapped","ID e mídia preservados"
"media_7a768bbd1c5351e7e603","Coice de glúteo com elástico","Coice de glúteo com elástico","gifs/Exercícios sem marca d'água/Coice de glúteo com elástico.gif","gifs/Exercícios sem marca d'água/Coice de glúteo com elástico.gif","Glúteos | Elástico | Academia","Glúteos","Elástico | Academia","true","mapped","ID e mídia preservados"
"media_c0e21e2b6be9b55d1243","Coice de glúteo em pé com elástico","Coice de glúteo em pé com elástico","gifs/Exercícios sem marca d'água/Coice de glúteo em pé com elástico.gif","gifs/Exercícios sem marca d'água/Coice de glúteo em pé com elástico.gif","Glúteos | Elástico | Academia","Glúteos","Elástico | Academia","true","mapped","ID e mídia preservados"
"media_6430871bfe3d73304ab3","Coice de glúteo em pé na máquina","Coice de glúteo em pé na máquina","gifs/Exercícios sem marca d'água/Chute traseiro em pé na máquina.gif","gifs/Exercícios sem marca d'água/Chute traseiro em pé na máquina.gif","Glúteos | Máquina | Academia","Glúteos","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_87fb4728f3663fc79442","Coice de glúteo em pé na polia","Coice de glúteo em pé na polia","gifs/glúteos/Side hip abduction.gif","gifs/glúteos/Side hip abduction.gif","Glúteos | Polia/Cabo | Academia","Glúteos","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_5744c108e7b61ac95f38","Coice de glúteo em quatro apoios","Coice de glúteo em quatro apoios","gifs/Exercícios sem marca d'água/Burro chuta.gif","gifs/Exercícios sem marca d'água/Burro chuta.gif","Glúteos | Sem aparelhos | Casa","Glúteos","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_5aeab25fa0bcb0dd6bd4","Coice de glúteo na máquina","Coice de glúteo na máquina","gifs/Exercícios sem marca d'água/Máquina de coice de glúteos.gif","gifs/Exercícios sem marca d'água/Máquina de coice de glúteos.gif","Glúteos | Máquina | Academia","Glúteos","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_483617efe2b329d2853a","Coice de glúteo na máquina de extensão de perna","Coice de glúteo na máquina de extensão de perna","gifs/Exercícios sem marca d'água/Coice de glúteo na máquina de extensão de perna.gif","gifs/Exercícios sem marca d'água/Coice de glúteo na máquina de extensão de perna.gif","Glúteos | Máquina | Academia","Glúteos","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_35efed0c97abbf98d75e","Coice de glúteo na máquina de ferreiro","Coice de glúteo na máquina de ferreiro","gifs/Exercícios sem marca d'água/Coice de glúteo na máquina de ferreiro.gif","gifs/Exercícios sem marca d'água/Coice de glúteo na máquina de ferreiro.gif","Glúteos | Máquina | Academia","Glúteos","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_de7a8389d0b9026f8428","Coice de glúteo na máquina deitado","Coice de glúteo na máquina deitado","gifs/glúteos/Máquina de retrocesso de glúteos.gif","gifs/glúteos/Máquina de retrocesso de glúteos.gif","Glúteos | Máquina | Academia","Glúteos","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_e7323685179a48dce2d4","Coice de glúteo na máquina em pé","Coice de glúteo na máquina em pé","gifs/glúteos/Abdução de quadril em pé.gif","gifs/glúteos/Abdução de quadril em pé.gif","Glúteos | Máquina | Academia","Glúteos","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_e3e74af73c2adca949da","Coice de glúteo na máquina em pé - Variação 2","Coice de glúteo na máquina em pé - Variação 2","gifs/glúteos/Low na polia tricep kickback - Variação 2.gif","gifs/glúteos/Low na polia tricep kickback - Variação 2.gif","Glúteos | Máquina | Academia","Glúteos","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_5eb24948448fca1620ba","Coice de glúteos com elástico","Coice de glúteos com elástico","gifs/Exercícios sem marca d'água/Coice de glúteos com elástico.gif","gifs/Exercícios sem marca d'água/Coice de glúteos com elástico.gif","Glúteos | Elástico | Academia","Glúteos","Elástico | Academia","true","mapped","ID e mídia preservados"
"media_535db44790309f2be456","Coice de tríceps com halter","Coice de tríceps com halter","gifs/Exercícios sem marca d'água/Coice com halteres.gif","gifs/Exercícios sem marca d'água/Coice com halteres.gif","Tríceps | Halteres | Academia","Tríceps","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_5e9f0882f78f4b3b5653","Coice de tríceps na polia","Coice de tríceps na polia","gifs/tríceps/Bench dips on floor.gif","gifs/tríceps/Bench dips on floor.gif","Tríceps | Polia/Cabo | Academia","Tríceps","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_54fdda4a4b95c1c43f3b","Coice reverso da máquina smith","Coice reverso da máquina smith","gifs/Exercícios sem marca d'água/Coice reverso da máquina smith.gif","gifs/Exercícios sem marca d'água/Coice reverso da máquina smith.gif","Glúteos | Máquina | Academia","Glúteos","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_f9b947be81b5e011949c","Coice unilateral de tríceps ajoelhado na polia","Coice unilateral de tríceps ajoelhado na polia","gifs/tríceps/Extensão de tríceps na máquina.gif","gifs/tríceps/Extensão de tríceps na máquina.gif","Tríceps | Polia/Cabo | Academia","Tríceps","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_c9d8fac2c181276fe967","Contragolpe de perna reta","Contragolpe de perna reta","gifs/Exercícios sem marca d'água/Contragolpe de perna reta.gif","gifs/Exercícios sem marca d'água/Contragolpe de perna reta.gif","Glúteos | Sem aparelhos | Casa","Glúteos","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_4e0edb0fb757e3dccb18","Correndo","Correndo","gifs/Exercícios sem marca d'água/Correndo.gif","gifs/Exercícios sem marca d'água/Correndo.gif","Corpo inteiro | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_e5dfc0e56ee2d29a9a27","Correr no lugar","Correr no lugar","gifs/Exercícios sem marca d'água/Correr no lugar.gif","gifs/Exercícios sem marca d'água/Correr no lugar.gif","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_123d87b625e01bafaffe","Corrida com calcanhar no glúteo","Corrida com calcanhar no glúteo","gifs/Exercícios sem marca d'água/Chutes na bunda.gif","gifs/Exercícios sem marca d'água/Chutes na bunda.gif","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Ao ar livre","true","mapped","ID e mídia preservados"
"media_26f7d8e5eb41c2d4250f","Corrida com levantamento de joelhos altos","Corrida com levantamento de joelhos altos","gifs/Exercícios sem marca d'água/Corrida com levantamento de joelhos altos.gif","gifs/Exercícios sem marca d'água/Corrida com levantamento de joelhos altos.gif","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Ao ar livre","true","mapped","ID e mídia preservados"
"media_caaf3d5f4899b2e92455","Corrida com mudança de direção","Corrida com mudança de direção","gifs/Exercícios sem marca d'água/Corrida - Corrida de roda.gif","gifs/Exercícios sem marca d'água/Corrida - Corrida de roda.gif","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Ao ar livre","true","mapped","ID e mídia preservados"
"media_2f20cf12e525daf6416e","Corrida com mudança de direção - variação 2","Corrida com mudança de direção - variação 2","gifs/Exercícios sem marca d'água/Corrida - Corrida de roda - Variação 2.gif","gifs/Exercícios sem marca d'água/Corrida - Corrida de roda - Variação 2.gif","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Ao ar livre","true","mapped","ID e mídia preservados"
"media_56b89e088a455dfe8341","Corrida curta","Corrida curta","gifs/Exercícios sem marca d'água/Corrida curta.gif","gifs/Exercícios sem marca d'água/Corrida curta.gif","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Ao ar livre","true","mapped","ID e mídia preservados"
"media_2044b0318cce8dca700b","Corrida de joelho alto","Corrida de joelho alto","gifs/Exercícios sem marca d'água/Corrida de joelho alto.gif","gifs/Exercícios sem marca d'água/Corrida de joelho alto.gif","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Ao ar livre","true","mapped","ID e mídia preservados"
"media_16183aa3b50710307bfe","Corrida de joelhos altos na parede","Corrida de joelhos altos na parede","gifs/Exercícios sem marca d'água/Joelhos altos contra a parede.gif","gifs/Exercícios sem marca d'água/Joelhos altos contra a parede.gif","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Ao ar livre","true","mapped","ID e mídia preservados"
"media_3928553c4d86d92e9341","Corrida de pés rápidos","Corrida de pés rápidos","gifs/Exercícios sem marca d'água/Pés rápidos correm.gif","gifs/Exercícios sem marca d'água/Pés rápidos correm.gif","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Ao ar livre","true","mapped","ID e mídia preservados"
"media_dffc9594df3044c0cd33","Corrida de velocista assistida por elástico","Corrida de velocista assistida por elástico","gifs/Exercícios sem marca d'água/Corrida de velocista assistida por elástico.gif","gifs/Exercícios sem marca d'água/Corrida de velocista assistida por elástico.gif","Cardio | Elástico | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Elástico | Ao ar livre","true","mapped","ID e mídia preservados"
"media_193a84220f7d9afed0b4","Corrida na esteira","Corrida na esteira","gifs/cardio/Corrida na esteira.gif","gifs/cardio/Corrida na esteira.gif","Cardio | Esteira | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Esteira | Ao ar livre","true","mapped","ID e mídia preservados"
"media_e3b386f85753a416abb8","Corrida na esteira curva","Corrida na esteira curva","gifs/cardio/Corrida na esteira curva.gif","gifs/cardio/Corrida na esteira curva.gif","Cardio | Esteira | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Esteira | Ao ar livre","true","mapped","ID e mídia preservados"
"media_7a6a8c28181f8a019c18","Corrida no Assault AirRunner","Corrida no Assault AirRunner","gifs/Exercícios sem marca d'água/Corrida no Assault AirRunner.gif","gifs/Exercícios sem marca d'água/Corrida no Assault AirRunner.gif","Cardio | Máquina | Esteira | Ao ar livre","Cardio","Máquina | Esteira | Ao ar livre","true","mapped","ID e mídia preservados"
"media_2b54121a04e8f357f3fb","Corrida para trás","Corrida para trás","gifs/Exercícios sem marca d'água/Corrida para trás.gif","gifs/Exercícios sem marca d'água/Corrida para trás.gif","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Ao ar livre","true","mapped","ID e mídia preservados"
"media_a7846d305c2dc974d864","Cotovelo ao joelho em pé","Cotovelo ao joelho em pé","gifs/Exercícios sem marca d'água/Torções de cotovelo a joelho.gif","gifs/Exercícios sem marca d'água/Torções de cotovelo a joelho.gif","Abdômen/Core | Sem aparelhos | Casa","Abdômen/Core","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_e1c9b1636d26d992ee66","Cross de direita no boxe","Cross de direita no boxe","gifs/Exercícios sem marca d'água/Boxe cruzado direito.gif","gifs/Exercícios sem marca d'água/Boxe cruzado direito.gif","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_d13adbbe600872451f84","Crossover na polia","Crossover na polia","gifs/peitoral/Cruzamento de cabo.gif","gifs/peitoral/Cruzamento de cabo.gif","Peito | Ombros | Polia/Cabo","Peito","Ombros | Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_a039cbf545245860086e","Crossover na polia alta","Crossover na polia alta","gifs/Exercícios sem marca d'água/Cruzamento de cabo alto.gif","gifs/Exercícios sem marca d'água/Cruzamento de cabo alto.gif","Peito | Polia/Cabo | Ombros | Academia","Peito","Ombros | Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_2338c709ba8a04c9256a","Crossover na polia baixa","Crossover na polia baixa","gifs/Exercícios sem marca d'água/Cruzamento de cabo baixo.gif","gifs/Exercícios sem marca d'água/Cruzamento de cabo baixo.gif","Peito | Polia/Cabo | Ombros | Academia","Peito","Ombros | Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_48796bd36d11070af498","Crossover no cabo","Crossover no cabo","gifs/Exercícios sem marca d'água/Cruzamento de cabo.gif","gifs/Exercícios sem marca d'água/Cruzamento de cabo.gif","Peito | Polia/Cabo | Ombros | Academia","Peito","Ombros | Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_ac48f6a2218e2fee2ec1","Crossover no cabo de baixo para cima","Crossover no cabo de baixo para cima","gifs/Exercícios sem marca d'água/Cruzamentos da parte superior do tórax do cabo.gif","gifs/Exercícios sem marca d'água/Cruzamentos da parte superior do tórax do cabo.gif","Peito | Polia/Cabo | Ombros | Academia","Peito","Ombros | Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_01d7455df44bf9211b8a","Crossover unilateral no cabo","Crossover unilateral no cabo","gifs/Exercícios sem marca d'água/Cruzamento de cabo de braço único.gif","gifs/Exercícios sem marca d'água/Cruzamento de cabo de braço único.gif","Peito | Polia/Cabo | Ombros | Academia","Peito","Ombros | Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_2093cb48e0d0fc3f80c9","Crucifixo ascendente com halteres","Crucifixo ascendente com halteres","gifs/Exercícios sem marca d'água/Crucifixo para cima com halteres.gif","gifs/Exercícios sem marca d'água/Crucifixo para cima com halteres.gif","Peito | Halteres | Ombros | Academia","Peito","Ombros | Halteres | Academia","true","mapped","ID e mídia preservados"
"media_dd27c4821b3134f73d2e","Crucifixo com halteres","Crucifixo com halteres","gifs/Exercícios sem marca d'água/Crucifixo com halteres.gif","gifs/Exercícios sem marca d'água/Crucifixo com halteres.gif","Peito | Halteres | Ombros | Academia","Peito","Ombros | Halteres | Academia","true","mapped","ID e mídia preservados"
"media_32efff8a44da2bda6a3c","Crucifixo declinado com halteres","Crucifixo declinado com halteres","gifs/Exercícios sem marca d'água/Recusar crucifixo com halteres.gif","gifs/Exercícios sem marca d'água/Recusar crucifixo com halteres.gif","Peito | Halteres | Banco | Ombros","Peito","Ombros | Halteres | Banco | Academia","true","mapped","ID e mídia preservados"
"media_4dd3116b909ff4461da1","Crucifixo declinado com halteres - Variação 2","Crucifixo declinado com halteres - Variação 2","gifs/peitoral/Recusar crucifixo com halteres.gif","gifs/peitoral/Recusar crucifixo com halteres.gif","Peito | Ombros | Halteres | Banco","Peito","Ombros | Halteres | Banco | Academia | Casa","true","mapped","ID e mídia preservados"
"media_2af9a7c691410cae519b","Crucifixo declinado na polia","Crucifixo declinado na polia","gifs/peitoral/Recusar voo de cabo.gif","gifs/peitoral/Recusar voo de cabo.gif","Peito | Ombros | Banco | Polia/Cabo","Peito","Ombros | Banco | Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_63d7633c7ba75c100473","Crucifixo declinado no cabo","Crucifixo declinado no cabo","gifs/Exercícios sem marca d'água/Recusar voo de cabo.gif","gifs/Exercícios sem marca d'água/Recusar voo de cabo.gif","Peito | Polia/Cabo | Banco | Ombros","Peito","Ombros | Polia/Cabo | Banco | Academia","true","mapped","ID e mídia preservados"
"media_004d0341c40b57d75378","Crucifixo deitado no cabo","Crucifixo deitado no cabo","gifs/Exercícios sem marca d'água/Crucifixo de cabo mentirosa.gif","gifs/Exercícios sem marca d'água/Crucifixo de cabo mentirosa.gif","Peito | Polia/Cabo | Ombros | Academia","Peito","Ombros | Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_53d541e6d9d4a311dca8","Crucifixo inclinado alternado com elástico","Crucifixo inclinado alternado com elástico","gifs/Exercícios sem marca d'água/Elástico alternada de inclinação no peito.gif","gifs/Exercícios sem marca d'água/Elástico alternada de inclinação no peito.gif","Peito | Elástico | Banco | Ombros","Peito","Ombros | Elástico | Banco | Casa | Academia","true","mapped","ID e mídia preservados"
