"nome","id","arquivo_gif","hash_gif","status_fonte"
"Torção russa","media_4efa59ff9d80102eb5d5","gifs/Exercícios sem marca d'água/Torção russa.gif","26fe45899b701a964e5590d434e7ebeee6e2359ac615d24cc4a990a38bcd305c","MIGRADO_FONTE_REVISADA"
"Torção russa","media_dc261d442df7d3025042","gifs/abdominais/Torção russa.gif","a7a987f0287819726cebb44ceb12cd3d079068be9436a8986fe0fd88ccf945cb","SEM_FONTE_REVISADA"
"Leg press horizontal","media_53e9c83353bc06082e83","gifs/perna/Leg press horizontal.gif","0eee67d9cd0451b2bb230f7a579022eff14b3950f90403fdc32433010f0d035b","SEM_FONTE_REVISADA"
"Leg press horizontal","media_d96d5db94e704f7e45ee","gifs/Exercícios sem marca d'água/Leg press horizontal.gif","e44128c0ca9f953d3b9b15ac158ef50ca6b454362cc0d162728c42d721d4b1f9","MIGRADO_FONTE_REVISADA"
"Coice de glúteo em quatro apoios","media_5744c108e7b61ac95f38","gifs/Exercícios sem marca d'água/Burro chuta.gif","573cb54a9fc056a743acd18ed05840f478b767aecc417eaafdb779d74591ef66","MIGRADO_FONTE_REVISADA"
"Coice de glúteo em quatro apoios","media_7d1583860b02d101056b","gifs/glúteos/Hidrante.gif","acba3865fc8ebeb48f74db6b9be0e9f4dd203c0817b2e76d783111e0447e96e6","SEM_FONTE_REVISADA"
"Remada alta com barra","media_57d39e90b85820a1b19f","gifs/Exercícios sem marca d'água/Remada alta com barra.gif","d4ac10f805b413fa740344bfd32141399bc1084e36d15bbdaa0263330a9c293c","MIGRADO_FONTE_REVISADA"
"Remada alta com barra","media_b6773f6d6c3d4b42eeda","gifs/trapézio/Encolher de ombros com barra - Variação 2.gif","f48e6e0ffb9081337e276a3a498b126d83150ca093d18bd8660a472854fee163","SEM_FONTE_REVISADA"
"Levantamento terra romeno com barra","media_585f56a0f65b788dca0b","gifs/costas/Pulldown lat meio ajoelhado - Variação 2.gif","bebc78d0e86b7ce48ecf1985a82ad50a0fd128c20cb4ec5cbee44ad06d2665a9","SEM_FONTE_REVISADA"
"Levantamento terra romeno com barra","media_77ec7be36872b3856ccd","gifs/Exercícios sem marca d'água/Levantamento terra romeno.gif","4e7c6112a310a327627c7d01a45bc0a79f77945c60e5d20981021ceede51fee4","MIGRADO_FONTE_REVISADA"
"Levantamento terra romeno com barra","media_983f37f149bf5c87a736","gifs/perna/Agachamento, sustentação, panturrilha - Variação 2.gif","ca838d38ae1af2fa0041dd7ae57b4d1d4acc4fec2a7b2440f9d0b4c563a9fa6b","SEM_FONTE_REVISADA"
"Elevação frontal com anilha","media_5b342bc56963ecc5e222","gifs/ombros/Elevação frontal da placa de peso - Variação 4.gif","12e3b660d93e936e6a994f898ac66da0e24dedd0f99ef75eea97b908be6b962e","SEM_FONTE_REVISADA"
"Elevação frontal com anilha","media_b6b95c22f809905250d0","gifs/Exercícios sem marca d'água/Elevação frontal da placa de peso.gif","cd2072c44827a374954458196215d28015105a2df157b4cbe508b1193bc54ea4","MIGRADO_FONTE_REVISADA"
"Tesoura de pernas deitado","media_5b480e01e3b551f926ab","gifs/Exercícios sem marca d'água/Chute de tesoura deitado.gif","6fafcb4663e3a02d8e3aa88eebfb8ba276c1c454f9f94e96ba70fdd682573433","MIGRADO_FONTE_REVISADA"
"Tesoura de pernas deitado","media_e1ebd2bc5e186de43bdb","gifs/abdominais/Macacos de prancha com perna estendida.gif","ba5077e88727ff15923a6d9da90a35bb82afe4ea1177c999b3bd8360f90e74f7","SEM_FONTE_REVISADA"
"Encolhimento de ombros com halteres","media_5c1e48c4bc795db80328","gifs/Exercícios sem marca d'água/Encolhimento de ombros com halteres.gif","649ad2cce55329151ce183a1d1e6a67d6db9d38dc5976a9b62182a230985a1ed","MIGRADO_FONTE_REVISADA"
"Encolhimento de ombros com halteres","media_e263f191fee375377650","gifs/trapézio/Encolher de ombros com halteres.gif","0c65869fe4184370b58bc43b104a71f2e40c7048b372cd8a413262f0cfaaf817","SEM_FONTE_REVISADA"
"Vácuo abdominal em quatro apoios","media_5dec271a7901b7364e3b","gifs/Exercícios sem marca d'água/Exercício de vácuo de barriga de 4 pontos.gif","87de26ea9d946689a1b317b436b8face509fb05d1e9b0025ab1c6465de1e41c3","MIGRADO_FONTE_REVISADA"
"Vácuo abdominal em quatro apoios","media_b11b1e0995f4962f618b","gifs/abdominais/Exercício de vácuo de barriga de 4 pontos.gif","900fc382e100b7338069c7a1061cd61cc2a59916a2b6a8a54dd6609793c17955","SEM_FONTE_REVISADA"
"Mergulho escapular no banco","media_601eacc717cf7cbaa93a","gifs/trapézio/Mergulhos da escápula.gif","1d92492bbd72da2357fb3ff26dcaf5da357a3206ca0501a9cddc430b27cc110c","SEM_FONTE_REVISADA"
"Mergulho escapular no banco","media_fd35e161570d92844a93","gifs/Exercícios sem marca d'água/Mergulhos da escápula.gif","267a1b38f351355a3f06234129900ccab6466242cda3c84fd6fae69381930ddf","MIGRADO_FONTE_REVISADA"
"Agachamento búlgaro com halteres","media_6161f56d9be8008ff7f6","gifs/perna/Agachamento dividido búlgaro com halteres.gif","15cb9fc0013532202b9cb76d63ef1f3fe6a70bd9b49f3ed0f0087bdd3a4332fb","SEM_FONTE_REVISADA"
"Agachamento búlgaro com halteres","media_7da8b8027fd4a8bddf1e","gifs/Exercícios sem marca d'água/Agachamento búlgaro com halteres.gif","a35db2657e954a7c34211fdae82b98bbd0a0e18ab8ed2dce030d033897f5ccf5","MIGRADO_FONTE_REVISADA"
"Remo ergométrico","media_71a8f5c1901cb77c3de0","gifs/Exercícios sem marca d'água/Máquina de remo.gif","08b2e2e4c753a52637c7be97a6c2c9c3081e3cbb960e3ab846083efe5b2034a3","MIGRADO_FONTE_REVISADA"
"Remo ergométrico","media_e53f02d62dcd66c5b22c","gifs/costas/Máquina de remo.gif","9f141b148177086aaa3fe4ac0e4c3b624c5b10ecfb9fbdb1006550e2c5a5c9a0","SEM_FONTE_REVISADA"
"Pullover com halter no banco","media_7229af074db2bf70707e","gifs/peitoral/Pullover com halter no banco.gif","5cb9c311012e5b21580bf459a83c5321f856b22f35f159eb929f756558f56754","SEM_FONTE_REVISADA"
"Pullover com halter no banco","media_f0ef64c2eebd6b03e461","gifs/costas/Com halteres seal remada.gif","be29178c3857646bf968baec93b0aa4e2df5b103365341132b3f2e823407510b","MIGRADO_FONTE_REVISADA"
"Desenvolvimento com halteres sentado","media_73fff0106ec6850ed69f","gifs/peitoral/Supino com halteres sentado.gif","f13f5c3976e47342e5b0dc6761a5539380d6b2b6f89988d4e1476999d29af53f","SEM_FONTE_REVISADA"
"Desenvolvimento com halteres sentado","media_b1e35224e3747566ebaf","gifs/ombros/Face pull with resistance band - Variação 2.gif","7d1aa5d3330e51add7329ecf9a0e261d5c7473f36c67642d7195de9a141c945d","MIGRADO_FONTE_REVISADA"
"Toque de caranguejo com rotação","media_743cb87d82dfedb2deef","gifs/abdominais/Toque de torção de caranguejo.gif","ca2efa48c966980342887dea5f8063634cf7fe90c44b5f9153db499f6cef4bba","SEM_FONTE_REVISADA"
"Toque de caranguejo com rotação","media_aacc97e352cb7c22fef8","gifs/Exercícios sem marca d'água/Postura de caranguejo - Toque de torção de caranguejo.gif","b251d80e4103ea02943417a139d19e00fb5a1236746c3065349ef39b021fc2cf","MIGRADO_FONTE_REVISADA"
"Supino declinado com halteres","media_84caf5c2fa0ec08e48d6","gifs/peitoral/Supino declinado com halteres - Variação.gif","14f6e9fe9ae7e43acb6e751e3211dd31d7444d676b8d67e5244b10f6830b78b9","SEM_FONTE_REVISADA"
"Supino declinado com halteres","media_f065536813e7db4b1a55","gifs/Exercícios sem marca d'água/Supino declinado com halteres.gif","2363f344452d018eadeb0b360520135523ab8a64c4f077c5551ff7d71696bc8c","MIGRADO_FONTE_REVISADA"
"Flexão lateral do tronco no banco romano","media_853b07ac97a1f24cc9c1","gifs/Exercícios sem marca d'água/Flexão lateral do banco.gif","ec14f40fe018bf3db1c1c346587dc150b8c807a9d3f06131fa0ed81fda943751","MIGRADO_FONTE_REVISADA"
"Flexão lateral do tronco no banco romano","media_a6863f94bc4e3e34b6cf","gifs/abdominais/Abdominal - Variação 8.gif","980e4763c6838c29acc55d6728507bb3a0ac19c224281ce53da00e89bb5c735e","SEM_FONTE_REVISADA"
"Remada curvada com barra","media_91511fe109dc1b7aea91","gifs/Exercícios sem marca d'água/Barra curvada sobre a remada.gif","d403e398c6e8c6d3274545a38a44baa9c2d62a752c365a21ae5841b531d14d7d","MIGRADO_FONTE_REVISADA"
"Remada curvada com barra","media_a3cbee62cceb6c45afe3","gifs/costas/Barra curvada sobre a remada.gif","be822b5ea7e1ef3dc94bb13603e3e2a0eaa5c52a3dbc4eb55d664d13a995f916","SEM_FONTE_REVISADA"
"Remada curvada com barra","media_f0f4901a1ab278ca1c1b","gifs/exercícios-de-costas/Barra curvada sobre a remada.gif","be822b5ea7e1ef3dc94bb13603e3e2a0eaa5c52a3dbc4eb55d664d13a995f916","SEM_FONTE_REVISADA"
"Elevação de panturrilhas em pé na máquina","media_936ed88ed436afac77fa","gifs/Exercícios sem marca d'água/Máquina de supino em pé para panturrilha.gif","124822992928d414d87102e70cad8500be800c692a19f0e46f3db854b21b6558","MIGRADO_FONTE_REVISADA"
"Elevação de panturrilhas em pé na máquina","media_f382a374c92d1910752a","gifs/panturrilha/Elevação de panturrilhas em pé na máquina.gif","2fc49fade3743743bdd6bf4b9896152389340161cf731425ee4853ceaf88c36f","SEM_FONTE_REVISADA"
"Flexão lateral do tronco com halter","media_956260b1daa34149bc25","gifs/abdominais/Twist down up with resistance band - Variação 3.gif","e0e70ba37a392e7d87ad5bc4b0057d3bc698326d5c3e109895d3a8f230be818a","SEM_FONTE_REVISADA"
"Flexão lateral do tronco com halter","media_d765417591c0eb623e40","gifs/Exercícios sem marca d'água/Flexão lateral com halteres.gif","4456ec1be25e768b7980fd3f8595448a21707f56795390b501a17e06cf5a7967","MIGRADO_FONTE_REVISADA"
"Agachamento na máquina abdutora","media_a056a94c9c19680f162c","gifs/Exercícios sem marca d'água/Agache-se na máquina abdutora.gif","ff3f63a87b2400712788ae3c33e4e9b8b12b1bdd9aaed2a527ba1e301b53b5fc","MIGRADO_FONTE_REVISADA"
"Agachamento na máquina abdutora","media_a4a3f4dec5ff156fda53","gifs/glúteos/Agache-se na máquina abdutora.gif","664c34d5da193bafd4ccfe5aaacef5cfdfcb4b2ffdba952b07055a3f6706cf5b","SEM_FONTE_REVISADA"
"Remada curvada com halteres","media_a28cf3b2774515d7458b","gifs/costas/Curvado sobre a remada com halteres.gif","b9ef289048d12a5d9cce65f8d1fd630cd2a1ae1b6a29f428b6de4f0aeb238103","SEM_FONTE_REVISADA"
"Remada curvada com halteres","media_de98dd9b70cd2ad18bf8","gifs/Exercícios sem marca d'água/Curvado sobre a remada com halteres.gif","e26cacc22bcf4df7da96738e4b419ba522e2b451abef4b1c4f199af9e97c9f0e","MIGRADO_FONTE_REVISADA"
"Rotação landmine","media_ac3e58b4be3f47ccf5a7","gifs/Exercícios sem marca d'água/Torção de mina terrestre.gif","06bca1d2a1c734b459f3862319d94077fa06dd9a1b6cb6c5c3860ee76199a9b6","MIGRADO_FONTE_REVISADA"
"Rotação landmine","media_c811fae948c85ad2d17d","gifs/abdominais/Torção de mina terrestre - Variação 3.gif","7f14f5f1da83825efea6c824800ad721476d7f60b3790292c2a26e4e1bf92126","SEM_FONTE_REVISADA"
"Elevação frontal com halteres","media_acc5dd489702819108a8","gifs/Exercícios sem marca d'água/Elevação frontal com halteres.gif","f45b90503f19ccff0c5d1a9d319e8d4c168ba635c6365443e96f3b3c78a7523a","MIGRADO_FONTE_REVISADA"
"Elevação frontal com halteres","media_e3f4dc43b857f66c3c2b","gifs/ombros/Elevação frontal da placa de peso - Variação 2.gif","ce476a66a297bff4163814c6b34ac235ee469809433a1f44f445309b1f390d7e","SEM_FONTE_REVISADA"
"Elíptico","media_b18f3aa2373c7edaf2cc","gifs/cardio/Elíptico.gif","1919fae043a40b80b8f8c7522dd1bb0b87b63428200446d91f2370aec45533b5","SEM_FONTE_REVISADA"
"Elíptico","media_cc635b67c677c9633be3","gifs/Exercícios sem marca d'água/Máquina elíptica.gif","f8153702e09e843db636afa2c03ba3b9e44d11dbf8e23b93cfa027265030818f","MIGRADO_FONTE_REVISADA"
"Elevação alternada de pernas deitado","media_b19f404ad8b36f775b70","gifs/Exercícios sem marca d'água/Elevação alternada da perna deitada no chão.gif","0f4c4a244f39d2310ef750ae814e9474fe7b708c4c5ced802d83524963800903","MIGRADO_FONTE_REVISADA"
"Elevação alternada de pernas deitado","media_b34d752f2f41520da005","gifs/abdominais/Elevações alternadas das pernas.gif","aa744f5ef8d1878ac6ab46035993cde3769ca59e76833d95b9441d10cef1ba9c","SEM_FONTE_REVISADA"
"Agachamento livre com barra","media_b3d429b75b4b06623725","gifs/perna/Agachamento aéreo.gif","6561234da6838d47cf3b45d1abfc5650abcfdfe38c0226f22dd0d27027da0bcb","SEM_FONTE_REVISADA"
"Agachamento livre com barra","media_ebcddffdd8c7d3e7f722","gifs/Exercícios sem marca d'água/Agachamento.gif","41ef4cdb8e08d4af5b5e15f766b207a9d034b294478d5e526fd5467090b4a80f","MIGRADO_FONTE_REVISADA"
"Flexão de joelhos deitado na máquina","media_bf7dcd05de3fcbcbe200","gifs/Exercícios sem marca d'água/Flexão de perna.gif","a92a077642d6b525b68c480348634f8a5ce89316cbd45c56d435f86ce9e24a94","MIGRADO_FONTE_REVISADA"
"Flexão de joelhos deitado na máquina","media_df41698b4743784b404a","gifs/perna/Flexão de perna.gif","4d822e1b0db20c1749eee55d2d9b0a5e98981a41108c0461196ee621e98c6a18","SEM_FONTE_REVISADA"
"Tríceps testa unilateral com halter","media_d4d906e8647ff1f4b3ea","gifs/tríceps/Unilateral pronated com halteres extensão de tríceps.gif","e7934f3c6b97373a187674ff7fde6358d13b426b469989bb77a620d633b50ed6","SEM_FONTE_REVISADA"
"Tríceps testa unilateral com halter","media_f935dde48069be02f01d","gifs/Exercícios sem marca d'água/Extensão de tríceps deitada com um braço.gif","3c1e3dc63d3a7fbe61a5261777230c2dc306f60b44a885aad764823c56399de1","MIGRADO_FONTE_REVISADA"
